Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,Cyprus,35.1264,33.4299,2020/6/6,960,18,807,135,Europe
,Czech Republic,49.8175,15.473,2020/6/6,9567,327,6885,2355,Europe
Faroe Islands,Denmark,61.8926,-6.9118,2020/6/6,187,0,187,0,Europe
Greenland,Greenland,71.7069,-42.6043,2020/6/6,13,0,13,0,Europe
,Denmark,56.2639,9.5018,2020/6/6,11924,587,10721,616,Europe
,Djibouti,11.8251,42.5903,2020/6/6,4169,26,1815,2328,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,2020/6/6,19195,536,11919,6740,Americas
,Ecuador,-1.8312,-78.1834,2020/6/6,42728,3608,21020,18100,Americas
,Egypt,26.820553,30.802498,2020/6/6,32612,1198,8538,22876,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,2020/6/6,2934,53,1281,1600,Americas
,Equatorial Guinea,1.6508,10.2679,2020/6/6,1306,12,200,1094,Africa
,Eritrea,15.1794,39.7823,2020/6/6,39,0,39,0,Africa
,Estonia,58.5953,25.0136,2020/6/6,1931,69,1675,187,Europe
,Eswatini,-26.5225,31.4659,2020/6/6,322,3,224,95,Africa
,Ethiopia,9.145,40.4897,2020/6/6,1934,20,281,1633,Africa
,Fiji,-17.7134,178.065,2020/6/6,18,0,18,0,Western Pacific
,Finland,61.92411,25.748151,2020/6/6,6964,322,5800,842,Europe
French Guiana,France,3.9339,-53.1258,2020/6/6,639,1,348,290,Europe
French Polynesia,France,-17.6797,149.4068,2020/6/6,60,0,60,0,Europe
Guadeloupe,France,16.265,-61.551,2020/6/6,164,14,144,6,Europe
Mayotte,France,-12.8275,45.166244,2020/6/6,2079,25,1523,531,Europe
New Caledonia,France,-20.904305,165.618042,2020/6/6,20,0,18,2,Europe
Reunion,France,-21.1151,55.5364,2020/6/6,480,1,411,68,Europe
Saint Barthelemy,France,17.9,-62.8333,2020/6/6,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,2020/6/6,41,3,33,5,Europe
Martinique,France,14.6415,-61.0242,2020/6/6,202,14,98,90,Europe
,France,46.2276,2.2137,2020/6/6,187199,29087,68282,89830,Europe
,Gabon,-0.8037,11.6094,2020/6/6,3101,21,833,2247,Africa
,Gambia,13.4432,-15.3101,2020/6/6,26,1,21,4,Africa
,Georgia,42.3154,43.3569,2020/6/6,808,13,663,132,Europe
,Germany,51.165691,10.451526,2020/6/6,185450,8673,168958,7819,Europe
,Ghana,7.9465,-1.0232,2020/6/6,9462,44,3547,5871,Africa
,Greece,39.0742,21.8243,2020/6/6,2980,180,1374,1426,Europe
,Guatemala,15.7835,-90.2308,2020/6/6,6792,230,1133,5429,Americas
,Guinea,9.9456,-9.6966,2020/6/6,4117,23,2857,1237,Africa
,Guyana,4.860416,-58.93018,2020/6/6,154,12,80,62,Americas
,Haiti,18.9712,-72.2852,2020/6/6,3072,50,24,2998,Americas
,Holy See,41.9029,12.4534,2020/6/6,12,0,12,0,Europe
,Honduras,15.2,-86.2419,2020/6/6,6155,250,697,5208,Americas
,Hungary,47.1625,19.5033,2020/6/6,3990,545,2279,1166,Europe
,Iceland,64.9631,-19.0208,2020/6/6,1806,10,1794,2,Europe
,India,20.593684,78.96288,2020/6/6,246622,6946,118695,120981,South-East Asia
,Indonesia,-0.7893,113.9213,2020/6/6,30514,1801,9907,18806,South-East Asia
,Iran,32.427908,53.688046,2020/6/6,169425,8209,132038,29178,Eastern Mediterranean
,Iraq,33.223191,43.679291,2020/6/6,11098,318,4904,5876,Eastern Mediterranean
,Ireland,53.1424,-7.6921,2020/6/6,25183,1678,22698,807,Europe
,Israel,31.046051,34.851612,2020/6/6,17752,295,15042,2415,Europe
,Italy,41.87194,12.56738,2020/6/6,234801,33846,165078,35877,Europe
,Jamaica,18.1096,-77.2975,2020/6/6,596,10,404,182,Americas
,Japan,36.204824,138.252924,2020/6/6,17000,915,14927,1158,Western Pacific
,Jordan,31.24,36.51,2020/6/6,795,9,586,200,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,2020/6/6,12511,53,7135,5323,Europe
,Kenya,-0.0236,37.9062,2020/6/6,2600,83,706,1811,Africa
,South Korea,35.907757,127.766922,2020/6/6,11776,273,10552,951,Western Pacific
,Kuwait,29.31166,47.481766,2020/6/6,31131,254,19282,11595,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,2020/6/6,1974,22,1360,592,Europe
,Latvia,56.8796,24.6032,2020/6/6,1086,25,781,280,Europe
,Lebanon,33.8547,35.8623,2020/6/6,1320,29,768,523,Eastern Mediterranean
,Liberia,6.428055,-9.429499,2020/6/6,345,30,185,130,Africa
,Liechtenstein,47.14,9.55,2020/6/6,82,1,81,0,Europe
,Lithuania,55.1694,23.8813,2020/6/6,1705,71,1321,313,Europe
,Luxembourg,49.8153,6.1296,2020/6/6,4035,110,3888,37,Europe
,Madagascar,-18.766947,46.869107,2020/6/6,1026,8,212,806,Africa
,Malaysia,4.210484,101.975766,2020/6/6,8303,117,6635,1551,Western Pacific
,Maldives,3.2028,73.2207,2020/6/6,1901,8,763,1130,South-East Asia
,Malta,35.9375,14.3754,2020/6/6,627,9,596,22,Europe
,Mauritania,21.0079,-10.9408,2020/6/6,947,49,104,794,Africa
,Mauritius,-20.348404,57.552152,2020/6/6,337,10,324,3,Africa
,Mexico,23.6345,-102.5528,2020/6/6,113619,13511,80830,19278,Americas
,Moldova,47.4116,28.3699,2020/6/6,9511,331,5450,3730,Europe
,Monaco,43.7333,7.4167,2020/6/6,99,4,93,2,Europe
,Mongolia,46.8625,103.8467,2020/6/6,193,0,75,118,Western Pacific
,Montenegro,42.708678,19.37439,2020/6/6,324,9,315,0,Europe
,Morocco,31.7917,-7.0926,2020/6/6,8151,208,7315,628,Eastern Mediterranean
,Namibia,-22.9576,18.4904,2020/6/6,29,0,16,13,Africa
,Nepal,28.1667,84.25,2020/6/6,3235,13,365,2857,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,2020/6/6,101,3,98,0,Europe
Curacao,Netherlands,12.1696,-68.99,2020/6/6,21,1,15,5,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2020/6/6,77,15,61,1,Europe
,Netherlands,52.1326,5.2913,2020/6/6,47335,6011,0,41324,Europe
,New Zealand,-40.9006,174.886,2020/6/6,1504,22,1481,1,Western Pacific
,Nicaragua,12.865416,-85.207229,2020/6/6,1118,46,370,702,Americas
,Niger,17.607789,8.081666,2020/6/6,970,65,867,38,Africa
,Nigeria,9.082,8.6753,2020/6/6,12233,342,3826,8065,Africa
,North Macedonia,41.6086,21.7453,2020/6/6,2915,151,1640,1124,Europe
,Norway,60.472,8.4689,2020/6/6,8531,238,8138,155,Europe
,Oman,21.512583,55.923255,2020/6/6,16016,72,3451,12493,Eastern Mediterranean
,Pakistan,30.3753,69.3451,2020/6/6,98943,2002,33465,63476,Eastern Mediterranean
,Panama,8.538,-80.7821,2020/6/6,16004,386,10118,5500,Americas
,Papua New Guinea,-6.314993,143.95555,2020/6/6,8,0,8,0,Western Pacific
,Paraguay,-23.4425,-58.4438,2020/6/6,1090,11,532,547,Americas
,Peru,-9.19,-75.0152,2020/6/6,191758,5301,82731,103726,Americas
,Philippines,12.879721,121.774017,2020/6/6,21340,994,4441,15905,Western Pacific
,Poland,51.9194,19.1451,2020/6/6,25986,1153,12641,12192,Europe
,Portugal,39.3999,-8.2245,2020/6/6,34351,1474,20807,12070,Europe
,Qatar,25.3548,51.1839,2020/6/6,67195,51,42527,24617,Eastern Mediterranean
,Romania,45.9432,24.9668,2020/6/6,20290,1322,14419,4549,Europe
,Russia,61.52401,105.318756,2020/6/6,458102,5717,220935,231450,Europe
,Rwanda,-1.9403,29.8739,2020/6/6,431,2,283,146,Africa
,Saint Lucia,13.9094,-60.9789,2020/6/6,19,0,18,1,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020/6/6,26,0,15,11,Americas
,San Marino,43.9424,12.4578,2020/6/6,680,42,428,210,Europe
,Saudi Arabia,23.885942,45.079162,2020/6/6,98869,676,71791,26402,Eastern Mediterranean
,Senegal,14.4974,-14.4524,2020/6/6,4249,47,2512,1690,Africa
,Serbia,44.0165,21.0059,2020/6/6,11741,248,11056,437,Europe
,Seychelles,-4.6796,55.492,2020/6/6,11,0,11,0,Africa
,Singapore,1.2833,103.8333,2020/6/6,37527,25,24559,12943,Western Pacific
,Slovakia,48.669,19.699,2020/6/6,1528,28,1379,121,Europe
,Slovenia,46.1512,14.9955,2020/6/6,1484,109,1359,16,Europe
,Somalia,5.152149,46.199616,2020/6/6,2289,82,431,1776,Eastern Mediterranean
,South Africa,-30.5595,22.9375,2020/6/6,45973,952,24258,20763,Africa
,Spain,40.463667,-3.74922,2020/6/6,241310,27135,150376,63799,Europe
,Sri Lanka,7.873054,80.771797,2020/6/6,1814,11,891,912,South-East Asia
,Sudan,12.8628,30.2176,2020/6/6,6081,359,2014,3708,Eastern Mediterranean
,Suriname,3.9193,-56.0278,2020/6/6,100,1,9,90,Americas
,Sweden,60.128161,18.643501,2020/6/6,43887,4656,0,39231,Europe
,Switzerland,46.8182,8.2275,2020/6/6,30956,1921,28700,335,Europe
,Taiwan*,23.7,121,2020/6/6,443,7,429,7,Western Pacific
,Tanzania,-6.369028,34.888822,2020/6/6,509,21,183,305,Africa
,Thailand,15.870032,100.992541,2020/6/6,3104,58,2971,75,South-East Asia
,Togo,8.6195,0.8248,2020/6/6,487,13,240,234,Africa
,Trinidad and Tobago,10.6918,-61.2225,2020/6/6,117,8,108,1,Americas
,Tunisia,33.886917,9.537499,2020/6/6,1087,49,977,61,Eastern Mediterranean
,Turkey,38.9637,35.2433,2020/6/6,169218,4669,135322,29227,Europe
,Uganda,1.373333,32.290275,2020/6/6,593,0,82,511,Africa
,Ukraine,48.3794,31.1656,2020/6/6,27101,785,12265,14051,Europe
,United Arab Emirates,23.424076,53.847818,2020/6/6,38268,275,21061,16932,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,2020/6/6,141,9,114,18,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2020/6/6,164,1,93,70,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2020/6/6,563,46,512,5,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2020/6/6,175,0,155,20,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2020/6/6,336,24,312,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,2020/6/6,11,1,10,0,Europe
,United Kingdom,55.3781,-3.436,2020/6/6,263518,40554,0,222964,Europe
,Uruguay,-32.5228,-55.7658,2020/6/6,845,23,726,96,Americas
,United States,40,-100,2020/6/6,1926639,110818,500849,1314972,Americas
,Uzbekistan,41.377491,64.585262,2020/6/6,4094,17,3268,809,Europe
,Venezuela,6.4238,-66.5897,2020/6/6,2316,22,385,1909,Americas
,Vietnam,14.058324,108.277199,2020/6/6,329,0,307,22,Western Pacific
,Zambia,-13.133897,27.849332,2020/6/6,1089,7,912,170,Africa
,Zimbabwe,-19.015438,29.154857,2020/6/6,279,4,33,242,Africa
,Dominica,15.415,-61.371,2020/6/6,18,0,16,2,Americas
,Grenada,12.1165,-61.679,2020/6/6,23,0,22,1,Americas
,Mozambique,-18.665695,35.529562,2020/6/6,409,2,0,407,Africa
,Syria,34.802075,38.996815,2020/6/6,125,6,0,119,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,2020/6/6,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,2020/6/6,19,2,16,1,Americas
,Laos,19.85627,102.495496,2020/6/6,19,0,18,1,Western Pacific
,Libya,26.3351,17.228331,2020/6/6,256,5,52,199,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,2020/6/6,464,3,400,61,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,2020/6/6,1368,12,153,1203,Africa
,Mali,17.570692,-3.996166,2020/6/6,1523,90,845,588,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,2020/6/6,15,0,15,0,Americas
Northwest Territories,Canada,64.8255,-124.8457,2020/6/6,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,2020/6/6,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,2020/6/6,1142,30,871,241,Europe
,Burma,21.9162,95.956,2020/6/6,240,6,156,78,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,2020/6/6,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2020/6/6,8,1,7,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,2020/6/6,12,1,11,0,Europe
,Botswana,-22.3285,24.6849,2020/6/6,40,1,23,16,Africa
,Burundi,-3.3731,29.9189,2020/6/6,83,1,45,37,Africa
,Sierra Leone,8.460555,-11.779889,2020/6/6,946,48,600,298,Africa
,Malawi,-13.2543,34.3015,2020/6/6,409,4,55,350,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020/6/6,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020/6/6,1,0,1,0,Europe
,South Sudan,6.877,31.307,2020/6/6,994,10,6,978,Africa
,Western Sahara,24.2155,-12.8858,2020/6/6,9,1,6,2,Africa
,Sao Tome and Principe,0.1864,6.6131,2020/6/6,499,12,68,419,Africa
,Yemen,15.552727,48.516388,2020/6/6,482,111,23,348,Eastern Mediterranean
,Comoros,-11.6455,43.3333,2020/6/6,141,2,67,72,Africa
,Tajikistan,38.861,71.2761,2020/6/6,4453,48,2583,1822,Europe
,Lesotho,-29.61,28.2336,2020/6/6,4,0,2,2,Africa
,Afghanistan,33.93911,67.709953,2020/6/7,20342,357,1875,18110,Eastern Mediterranean
,Albania,41.1533,20.1683,2020/6/7,1246,34,938,274,Europe
,Algeria,28.0339,1.6596,2020/6/7,10154,707,6717,2730,Africa
,Andorra,42.5063,1.5218,2020/6/7,852,51,744,57,Europe
,Angola,-11.2027,17.8739,2020/6/7,91,4,24,63,Africa
,Antigua and Barbuda,17.0608,-61.7964,2020/6/7,26,3,20,3,Americas
,Argentina,-38.4161,-63.6167,2020/6/7,22794,664,6909,15221,Americas
,Armenia,40.0691,45.0382,2020/6/7,13130,200,4014,8916,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2020/6/7,108,3,104,1,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2020/6/7,3112,48,2724,340,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2020/6/7,29,0,29,0,Western Pacific
Queensland,Australia,-27.4698,153.0251,2020/6/7,1062,6,1050,6,Western Pacific
South Australia,Australia,-34.9285,138.6007,2020/6/7,440,4,436,0,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2020/6/7,228,13,209,6,Western Pacific
Victoria,Australia,-37.8136,144.9631,2020/6/7,1687,19,1595,73,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2020/6/7,599,9,559,31,Western Pacific
,Austria,47.5162,14.5501,2020/6/7,16902,672,15793,437,Europe
,Azerbaijan,40.1431,47.5769,2020/6/7,7553,88,4149,3316,Europe
,Bahamas,25.025885,-78.035889,2020/6/7,103,11,62,30,Americas
,Bahrain,26.0275,50.55,2020/6/7,14763,26,9468,5269,Eastern Mediterranean
,Bangladesh,23.685,90.3563,2020/6/7,65769,888,13903,50978,South-East Asia
,Barbados,13.1939,-59.5432,2020/6/7,92,7,81,4,Americas
,Belarus,53.7098,27.9534,2020/6/7,48630,269,23647,24714,Europe
,Belgium,50.8333,4.469936,2020/6/7,59226,9595,16291,33340,Europe
,Benin,9.3077,2.3158,2020/6/7,261,3,151,107,Africa
,Bhutan,27.5142,90.4336,2020/6/7,59,0,11,48,South-East Asia
,Bolivia,-16.2902,-63.5887,2020/6/7,13643,465,2086,11092,Americas
,Bosnia and Herzegovina,43.9159,17.6791,2020/6/7,2606,159,1968,479,Europe
,Brazil,-14.235,-51.9253,2020/6/7,691758,36455,283952,371351,Americas
,Brunei,4.5353,114.7277,2020/6/7,141,2,138,1,Western Pacific
,Bulgaria,42.7339,25.4858,2020/6/7,2727,160,1548,1019,Europe
,Burkina Faso,12.2383,-1.5616,2020/6/7,889,53,765,71,Africa
,Cabo Verde,16.5388,-23.0418,2020/6/7,554,5,240,309,Africa
,Cambodia,11.55,104.9167,2020/6/7,126,0,123,3,Western Pacific
,Cameroon,3.848,11.5021,2020/6/7,7908,212,4735,2961,Africa
Alberta,Canada,53.9333,-116.5765,2020/6/7,7138,146,0,6992,Americas
British Columbia,Canada,53.7267,-127.6476,2020/6/7,2632,167,0,2465,Americas
Manitoba,Canada,53.7609,-98.8139,2020/6/7,300,7,0,293,Americas
New Brunswick,Canada,46.5653,-66.4619,2020/6/7,137,1,0,136,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020/6/7,261,3,0,258,Americas
Nova Scotia,Canada,44.682,-63.7443,2020/6/7,1059,61,0,998,Americas
Ontario,Canada,51.2538,-85.3232,2020/6/7,32096,2502,0,29594,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2020/6/7,27,0,0,27,Americas
Quebec,Canada,52.9399,-73.5491,2020/6/7,52849,4978,0,47871,Americas
Saskatchewan,Canada,52.9399,-106.4509,2020/6/7,650,11,0,639,Americas
,Central African Republic,6.6111,20.9394,2020/6/7,1634,5,38,1591,Africa
,Chad,15.4542,18.7322,2020/6/7,837,69,672,96,Africa
,Chile,-35.6751,-71.543,2020/6/7,166756,1637,108150,56969,Americas
Anhui,China,31.8257,117.2264,2020/6/7,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,2020/6/7,594,9,583,2,Western Pacific
Chongqing,China,30.0572,107.874,2020/6/7,579,6,573,0,Western Pacific
Fujian,China,26.0789,117.9874,2020/6/7,359,1,356,2,Western Pacific
Gansu,China,35.7518,104.2861,2020/6/7,139,2,137,0,Western Pacific
Guangdong,China,23.3417,113.4244,2020/6/7,1602,8,1585,9,Western Pacific
Guangxi,China,23.8298,108.7881,2020/6/7,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,2020/6/7,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,2020/6/7,170,6,162,2,Western Pacific
Hebei,China,39.549,116.1306,2020/6/7,328,6,0,322,Western Pacific
Heilongjiang,China,47.862,127.7615,2020/6/7,947,13,934,0,Western Pacific
Henan,China,37.8957,114.9042,2020/6/7,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,2020/6/7,1106,4,1049,53,Western Pacific
Hubei,China,30.9756,112.2707,2020/6/7,68135,4512,63623,0,Western Pacific
Hunan,China,27.6104,111.7088,2020/6/7,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020/6/7,235,1,218,16,Western Pacific
Jiangsu,China,32.9711,119.455,2020/6/7,653,0,653,0,Western Pacific
Jiangxi,China,27.614,115.7221,2020/6/7,932,1,931,0,Western Pacific
Jilin,China,43.6661,126.1923,2020/6/7,155,2,153,0,Western Pacific
Liaoning,China,41.2956,122.6085,2020/6/7,149,2,147,0,Western Pacific
Macau,China,22.1667,113.55,2020/6/7,45,0,45,0,Western Pacific
Ningxia,China,37.2692,106.1655,2020/6/7,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,2020/6/7,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,2020/6/7,311,3,305,3,Western Pacific
Shandong,China,36.3427,118.1498,2020/6/7,792,7,781,4,Western Pacific
Shanghai,China,31.202,121.4491,2020/6/7,678,7,664,7,Western Pacific
Shanxi,China,37.5777,112.2922,2020/6/7,198,0,198,0,Western Pacific
Sichuan,China,30.6171,102.7103,2020/6/7,581,3,558,20,Western Pacific
Tianjin,China,39.3054,117.323,2020/6/7,193,3,189,1,Western Pacific
Tibet,China,31.6927,88.0924,2020/6/7,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,2020/6/7,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,2020/6/7,185,2,183,0,Western Pacific
Zhejiang,China,29.1832,120.0934,2020/6/7,1268,1,1267,0,Western Pacific
,Colombia,4.5709,-74.2973,2020/6/7,39236,1259,14414,23563,Americas
,Congo (Brazzaville),-0.228,15.8277,2020/6/7,683,22,210,451,Africa
,Congo (Kinshasa),-4.0383,21.7587,2020/6/7,4016,85,537,3394,Africa
,Costa Rica,9.7489,-83.7534,2020/6/7,1318,10,704,604,Americas
,Cote d'Ivoire,7.54,-5.5471,2020/6/7,3739,36,1818,1885,Africa
,Croatia,45.1,15.2,2020/6/7,2247,104,2126,17,Europe
,Cuba,21.521757,-77.781167,2020/6/7,2191,83,1862,246,Americas
,Cyprus,35.1264,33.4299,2020/6/7,964,18,807,139,Europe
,Czech Republic,49.8175,15.473,2020/6/7,9628,327,6891,2410,Europe
Faroe Islands,Denmark,61.8926,-6.9118,2020/6/7,187,0,187,0,Europe
Greenland,Greenland,71.7069,-42.6043,2020/6/7,13,0,13,0,Europe
,Denmark,56.2639,9.5018,2020/6/7,11948,589,10755,604,Europe
,Djibouti,11.8251,42.5903,2020/6/7,4207,28,1877,2302,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,2020/6/7,19600,538,12007,7055,Americas
,Ecuador,-1.8312,-78.1834,2020/6/7,43120,3621,21020,18479,Americas
,Egypt,26.820553,30.802498,2020/6/7,34079,1237,8961,23881,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,2020/6/7,3015,53,1305,1657,Americas
,Equatorial Guinea,1.6508,10.2679,2020/6/7,1306,12,200,1094,Africa
,Eritrea,15.1794,39.7823,2020/6/7,39,0,39,0,Africa
,Estonia,58.5953,25.0136,2020/6/7,1939,69,1681,189,Europe
,Eswatini,-26.5225,31.4659,2020/6/7,333,3,225,105,Africa
,Ethiopia,9.145,40.4897,2020/6/7,2020,27,344,1649,Africa
,Fiji,-17.7134,178.065,2020/6/7,18,0,18,0,Western Pacific
,Finland,61.92411,25.748151,2020/6/7,6981,323,5800,858,Europe
French Guiana,France,3.9339,-53.1258,2020/6/7,689,1,383,305,Europe
French Polynesia,France,-17.6797,149.4068,2020/6/7,60,0,60,0,Europe
Guadeloupe,France,16.265,-61.551,2020/6/7,164,14,144,6,Europe
Mayotte,France,-12.8275,45.166244,2020/6/7,2079,25,1523,531,Europe
New Caledonia,France,-20.904305,165.618042,2020/6/7,20,0,19,1,Europe
Reunion,France,-21.1151,55.5364,2020/6/7,480,1,411,68,Europe
Saint Barthelemy,France,17.9,-62.8333,2020/6/7,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,2020/6/7,41,3,33,5,Europe
Martinique,France,14.6415,-61.0242,2020/6/7,202,14,98,90,Europe
,France,46.2276,2.2137,2020/6/7,187492,29100,68283,90109,Europe
,Gabon,-0.8037,11.6094,2020/6/7,3101,21,833,2247,Africa
,Gambia,13.4432,-15.3101,2020/6/7,26,1,21,4,Africa
,Georgia,42.3154,43.3569,2020/6/7,809,13,674,122,Europe
,Germany,51.165691,10.451526,2020/6/7,185750,8685,169224,7841,Europe
,Ghana,7.9465,-1.0232,2020/6/7,9638,44,3636,5958,Africa
,Greece,39.0742,21.8243,2020/6/7,2997,180,1374,1443,Europe
,Guatemala,15.7835,-90.2308,2020/6/7,7055,252,1261,5542,Americas
,Guinea,9.9456,-9.6966,2020/6/7,4117,23,2877,1217,Africa
,Guyana,4.860416,-58.93018,2020/6/7,154,12,80,62,Americas
,Haiti,18.9712,-72.2852,2020/6/7,3334,51,24,3259,Americas
,Holy See,41.9029,12.4534,2020/6/7,12,0,12,0,Europe
,Honduras,15.2,-86.2419,2020/6/7,6327,258,712,5357,Americas
,Hungary,47.1625,19.5033,2020/6/7,4008,546,2279,1183,Europe
,Iceland,64.9631,-19.0208,2020/6/7,1807,10,1794,3,Europe
,India,20.593684,78.96288,2020/6/7,257486,7207,123848,126431,South-East Asia
,Indonesia,-0.7893,113.9213,2020/6/7,31186,1851,10498,18837,South-East Asia
,Iran,32.427908,53.688046,2020/6/7,171789,8281,134349,29159,Eastern Mediterranean
,Iraq,33.223191,43.679291,2020/6/7,12366,346,5186,6834,Eastern Mediterranean
,Ireland,53.1424,-7.6921,2020/6/7,25201,1679,22698,824,Europe
,Israel,31.046051,34.851612,2020/6/7,17863,298,15091,2474,Europe
,Italy,41.87194,12.56738,2020/6/7,234998,33899,165837,35262,Europe
,Jamaica,18.1096,-77.2975,2020/6/7,598,10,405,183,Americas
,Japan,36.204824,138.252924,2020/6/7,17039,917,14990,1132,Western Pacific
,Jordan,31.24,36.51,2020/6/7,808,9,607,192,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,2020/6/7,12694,56,7376,5262,Europe
,Kenya,-0.0236,37.9062,2020/6/7,2767,84,752,1931,Africa
,South Korea,35.907757,127.766922,2020/6/7,11814,273,10563,978,Western Pacific
,Kuwait,29.31166,47.481766,2020/6/7,31848,264,20205,11379,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,2020/6/7,2007,22,1425,560,Europe
,Latvia,56.8796,24.6032,2020/6/7,1088,25,781,282,Europe
,Lebanon,33.8547,35.8623,2020/6/7,1331,30,768,533,Eastern Mediterranean
,Liberia,6.428055,-9.429499,2020/6/7,359,30,194,135,Africa
,Liechtenstein,47.14,9.55,2020/6/7,82,1,81,0,Europe
,Lithuania,55.1694,23.8813,2020/6/7,1714,71,1328,315,Europe
,Luxembourg,49.8153,6.1296,2020/6/7,4039,110,3899,30,Europe
,Madagascar,-18.766947,46.869107,2020/6/7,1052,9,233,810,Africa
,Malaysia,4.210484,101.975766,2020/6/7,8322,117,6674,1531,Western Pacific
,Maldives,3.2028,73.2207,2020/6/7,1903,8,827,1068,South-East Asia
,Malta,35.9375,14.3754,2020/6/7,629,9,596,24,Europe
,Mauritania,21.0079,-10.9408,2020/6/7,1049,55,108,886,Africa
,Mauritius,-20.348404,57.552152,2020/6/7,337,10,324,3,Africa
,Mexico,23.6345,-102.5528,2020/6/7,117103,13699,83775,19629,Americas
,Moldova,47.4116,28.3699,2020/6/7,9700,341,5638,3721,Europe
,Monaco,43.7333,7.4167,2020/6/7,99,4,93,2,Europe
,Mongolia,46.8625,103.8467,2020/6/7,193,0,75,118,Western Pacific
,Montenegro,42.708678,19.37439,2020/6/7,324,9,315,0,Europe
,Morocco,31.7917,-7.0926,2020/6/7,8224,208,7364,652,Eastern Mediterranean
,Namibia,-22.9576,18.4904,2020/6/7,29,0,16,13,Africa
,Nepal,28.1667,84.25,2020/6/7,3448,13,467,2968,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,2020/6/7,101,3,98,0,Europe
Curacao,Netherlands,12.1696,-68.99,2020/6/7,21,1,15,5,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2020/6/7,77,15,61,1,Europe
,Netherlands,52.1326,5.2913,2020/6/7,47574,6013,0,41561,Europe
,New Zealand,-40.9006,174.886,2020/6/7,1504,22,1482,0,Western Pacific
,Nicaragua,12.865416,-85.207229,2020/6/7,1118,46,370,702,Americas
,Niger,17.607789,8.081666,2020/6/7,973,65,867,41,Africa
,Nigeria,9.082,8.6753,2020/6/7,12486,354,3959,8173,Africa
,North Macedonia,41.6086,21.7453,2020/6/7,3025,153,1646,1226,Europe
,Norway,60.472,8.4689,2020/6/7,8547,238,8138,171,Europe
,Oman,21.512583,55.923255,2020/6/7,16882,75,3451,13356,Eastern Mediterranean
,Pakistan,30.3753,69.3451,2020/6/7,103671,2067,34355,67249,Eastern Mediterranean
,Panama,8.538,-80.7821,2020/6/7,16425,393,10218,5814,Americas
,Papua New Guinea,-6.314993,143.95555,2020/6/7,8,0,8,0,Western Pacific
,Paraguay,-23.4425,-58.4438,2020/6/7,1135,11,575,549,Americas
